structure	div	simpson	leaves	minCycle	maxCycle	beatLevel
[[2,2],[3,2,3],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,2,3],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,2,3],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,3,2],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,3,2],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2],[3,3,2],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[2,2],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[2,2],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[2,2],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[2,3,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[3,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,2],[3,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[2,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[2,2],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[2,2],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[2,2],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[2,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,3,3],[3,2,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[2,2],[2,3,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[2,2],[3,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[2,2],[3,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[2,3,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[3,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,2],[3,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[2,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[2,2],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[2,2],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[2,2],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[2,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,2,3],[3,2,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[2,2,3],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[2,2],[2,2,3]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[2,2],[2,3,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[2,2],[3,2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[2,3,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[3,3,2],[3,2,2],[2,2]]	0.000000	0.277778	19	1.9000	5.0000	1
[[2,2,3],[2,3],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,2,3],[2,3],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,2,3],[3,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,2,3],[3,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3,2],[2,3],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3,2],[2,3],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3,2],[3,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3,2],[3,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,2,3],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,2,3],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,3,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,3,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,3],[2,2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,3],[2,3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[2,3],[3,2,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[3,2,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[3,2,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[3,2],[2,2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[3,2],[2,3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,3],[3,2],[3,2,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2,2],[2,3],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2,2],[2,3],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2,2],[3,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2,2],[3,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,2,3],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,2,3],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,3,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,3,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,3],[2,2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,3],[2,3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[2,3],[3,2,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[3,2,2],[2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[3,2,2],[3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[3,2],[2,2,3]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[3,2],[2,3,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[3,2],[3,2],[3,2,2]]	0.000000	0.266667	17	1.7000	5.0000	1
[[2,2,3],[2,2,3],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,2,3],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,3,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,3,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,3],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,3],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[2,3],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[3,2,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[3,2,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[3,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[3,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,3],[3,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,2,3],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,2,3],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,3,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,3,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,3],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,3],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[2,3],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[3,2,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[3,2,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[3,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[3,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3,2],[3,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,2,3],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,2,3],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,2,3],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,3,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,3,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[2,3,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[3,2,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[3,2,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,3],[3,2,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,2,3],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,2,3],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,3,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,3,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,3],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,3],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[2,3],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[3,2,2],[2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[3,2,2],[3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[3,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[3,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2,2],[3,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,2,3],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,2,3],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,2,3],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,3,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,3,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[2,3,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[3,2,2],[2,2,3]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[3,2,2],[2,3,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[3,2],[3,2,2],[3,2,2]]	0.000000	0.266667	19	1.9000	5.0000	1
[[2,2,2],[2,3]]	0.000000	0.250000	11	1.1000	5.0000	1
[[2,2,2],[3,2]]	0.000000	0.250000	11	1.1000	5.0000	1
[[2,3],[2,2,2]]	0.000000	0.250000	11	1.1000	5.0000	1
[[2,3],[3,3]]	0.000000	0.250000	11	1.1000	5.0000	1
[[3,2],[2,2,2]]	0.000000	0.250000	11	1.1000	5.0000	1
[[3,2],[3,3]]	0.000000	0.250000	11	1.1000	5.0000	1
[[3,3],[2,3]]	0.000000	0.250000	11	1.1000	5.0000	1
[[3,3],[3,2]]	0.000000	0.250000	11	1.1000	5.0000	1
[[2,2],[2,3,3],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[2,3,3],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[2,3],[2,3,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[2,3],[3,2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[2,3],[3,3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,2,3],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,2,3],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,2],[2,3,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,2],[3,2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,2],[3,3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,3,2],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2],[3,3,2],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3,3],[2,2],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3,3],[2,2],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3,3],[2,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3,3],[3,2],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[2,2],[2,3,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[2,2],[3,2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[2,2],[3,3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[2,3,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[3,2,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,3],[3,3,2],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2,3],[2,2],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2,3],[2,2],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2,3],[2,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2,3],[3,2],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[2,2],[2,3,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[2,2],[3,2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[2,2],[3,3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[2,3,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[3,2,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,2],[3,3,2],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,3,2],[2,2],[2,3]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,3,2],[2,2],[3,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,3,2],[2,3],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[3,3,2],[3,2],[2,2]]	0.000000	0.222222	17	1.7000	5.0000	1
[[2,2,2],[2,3,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[2,3,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[2,3],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[2,3],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[2,3],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,2,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,2,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,2],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,2],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,2],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,3,2],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,2,2],[3,3,2],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[2,2,2],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[2,2,2],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[2,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[2,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[3,2],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[3,2],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[3,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3,3],[3,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[2,2,2],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[2,2,2],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[2,2,2],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[2,3,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[2,3,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,2,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,2,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,3,2],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,3,2],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,3],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,3],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[2,3],[3,3],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[2,2,2],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[2,2,2],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[2,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[2,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[3,2],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[3,2],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[3,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2,3],[3,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[2,2,2],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[2,2,2],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[2,2,2],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[2,3,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[2,3,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,2,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,2,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,3,2],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,3,2],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,3],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,3],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,2],[3,3],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[2,2,2],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[2,2,2],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[2,3],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[2,3],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[3,2],[2,2,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[3,2],[3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[3,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3,2],[3,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[2,3,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[2,3,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[2,3],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[2,3],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[2,3],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,2,3],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,2,3],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,2],[2,3,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,2],[3,2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,2],[3,3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,3,2],[2,3]]	0.000000	0.222222	19	1.9000	5.0000	1
[[3,3],[3,3,2],[3,2]]	0.000000	0.222222	19	1.9000	5.0000	1
[[[2,2,2],[2,2]],[[2,2],[2,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2,2],[2,2]],[[2,2],[3,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2,2],[2,2]],[[2,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2,2],[2,2]],[[3,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,2,2]],[[2,2],[2,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,2,2]],[[2,2],[3,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,2,2]],[[2,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,2,2]],[[3,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[2,2,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[2,2],[3,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[2,3]],[[3,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[2,2,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[2,2],[3,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[3,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,3]],[[2,2],[2,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,3]],[[2,2],[3,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,3]],[[2,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,2],[3,3]],[[3,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,2,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,2],[3,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[3,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[2,2,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[2,2],[3,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[3,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,3],[2,2]],[[2,2],[2,3]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,3],[2,2]],[[2,2],[3,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,3],[2,2]],[[2,3],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[[3,3],[2,2]],[[3,2],[2,2]]]	0.000000	0.181818	19	1.9000	5.0000	2
[[2,3,3],[2,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[2,3,3],[3,2]]	0.000000	0.083333	13	1.3000	5.0000	1
[[2,3],[2,3,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[2,3],[3,2,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[2,3],[3,3,2]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,2,3],[2,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,2,3],[3,2]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,2],[2,3,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,2],[3,2,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,2],[3,3,2]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,3,2],[2,3]]	0.000000	0.083333	13	1.3000	5.0000	1
[[3,3,2],[3,2]]	0.000000	0.083333	13	1.3000	5.0000	1
[2,3]	0.000000	0.000000	5	1.0000	2.5000	1
[3,2]	0.000000	0.000000	5	1.0000	2.5000	1
