structure	div	simpson	leaves	minCycle	maxCycle	beatLevel
[[[2,3,2],[3,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,3],[2,2,3]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,3],[2,3,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,3],[3,2,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[3,2,2],[2,3]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[3,2,2],[3,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[3,2],[2,2,3]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[3,2],[2,3,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[3,2],[3,2,2]],[[2,2],[2,2]]]	0.462756	0.303030	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,2],[3,3]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[3,3],[2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,2],[3,3]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[3,3],[2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,2,2],[2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,2],[2,2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,2,2],[2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,2],[2,2,2]]]	0.462756	0.272727	20	2.0000	5.0000	2
[[[2,2,2],[2,3]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[2,3]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[2,3]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[2,3]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[3,2]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[3,2]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[3,2]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,2],[3,2]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,3],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,3],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,2],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,2],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,3],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,3],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,3],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,3],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,2],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,2],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,3],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,3],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2,2]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2,2]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2,2]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2,2]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,3],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,3],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,2],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,2],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,3],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,3],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[3,3]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[3,3]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[3,3]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,3],[3,3]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2,2]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2,2]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2,2]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2,2]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,3],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,3],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,2],[2,2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,2],[3,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,3],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,3],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[3,3]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[3,3]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[3,3]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,2],[3,3]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[2,3]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[2,3]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[2,3]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[2,3]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[3,2]],[[2,2],[2,3]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[3,2]],[[2,2],[3,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[3,2]],[[2,3],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[3,3],[3,2]],[[3,2],[2,2]]]	0.462756	0.181818	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[3,2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,2,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[3,2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,2,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[3,2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,2,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2,3],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,2,3]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,3,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[3,2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,3,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,2,2],[2,2]]]	0.462756	0.121212	20	2.0000	5.0000	2
[[2,2,3],[2,3,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[2,3,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[2,3],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[2,3],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[2,3],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,2,3],[3,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[2,3,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[2,3,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[2,3],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[2,3],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[2,3],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,2],[3,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[2,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[3,2,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[3,2,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[3,2],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[3,2],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3,3],[3,2],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,2,3],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,2,3],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,2,3],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[2,3,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,2,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,3,2],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,3,2],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[2,3],[3,3,2],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[2,3,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[2,3,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[2,3],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[2,3],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[2,3],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,2],[3,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[2,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[3,2,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[3,2,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[3,2],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[3,2],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2,3],[3,2],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,2,3],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,2,3],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,2,3],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[2,3,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,2],[2,3,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,2],[3,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,2],[3,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,2,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,3,2],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,3,2],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,2],[3,3,2],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,2,3],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,2,3],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,3,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,3,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,3],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,3],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[2,3],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[3,2,2],[2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[3,2,2],[3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[3,2],[2,2,3]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[3,2],[2,3,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[[3,3,2],[3,2],[3,2,2]]	0.462756	0.111111	20	2.0000	5.0000	1
[3,3,3]	0.398072	1.000000	9	1.0000	4.5000	1
[[2,2],[2,3]]	0.398072	0.250000	9	1.0000	4.5000	1
[[2,2],[3,2]]	0.398072	0.250000	9	1.0000	4.5000	1
[[2,3],[2,2]]	0.398072	0.250000	9	1.0000	4.5000	1
[[3,2],[2,2]]	0.398072	0.250000	9	1.0000	4.5000	1
[[2,3],[2,3]]	0.301030	0.666667	10	1.0000	5.0000	1
[[2,3],[3,2]]	0.301030	0.666667	10	1.0000	5.0000	1
[[3,2],[2,3]]	0.301030	0.666667	10	1.0000	5.0000	1
[[3,2],[3,2]]	0.301030	0.666667	10	1.0000	5.0000	1
[[2,2,2],[2,2]]	0.301030	0.500000	10	1.0000	5.0000	1
[[2,2],[2,2,2]]	0.301030	0.500000	10	1.0000	5.0000	1
[[2,2],[3,3]]	0.301030	0.500000	10	1.0000	5.0000	1
[[3,3],[2,2]]	0.301030	0.500000	10	1.0000	5.0000	1
[[2,2,3],[2,2,3]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,2,3],[2,3,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,2,3],[3,2,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,3,2],[2,2,3]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,3,2],[2,3,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,3,2],[3,2,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[3,2,2],[2,2,3]]	0.262650	0.777778	14	1.4000	5.0000	1
[[3,2,2],[2,3,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[3,2,2],[3,2,2]]	0.262650	0.777778	14	1.4000	5.0000	1
[[2,2,2],[2,2],[2,2]]	0.262650	0.600000	14	1.4000	5.0000	1
[[2,2],[2,2,2],[2,2]]	0.262650	0.600000	14	1.4000	5.0000	1
[[2,2],[2,2],[2,2,2]]	0.262650	0.600000	14	1.4000	5.0000	1
[[2,2],[2,2],[3,3]]	0.262650	0.600000	14	1.4000	5.0000	1
[[2,2],[3,3],[2,2]]	0.262650	0.600000	14	1.4000	5.0000	1
[[3,3],[2,2],[2,2]]	0.262650	0.600000	14	1.4000	5.0000	1
[[2,2],[2,3],[2,3]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,2],[2,3],[3,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,2],[3,2],[2,3]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,2],[3,2],[3,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,3],[2,2],[2,3]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,3],[2,2],[3,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,3],[2,3],[2,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,3],[3,2],[2,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[3,2],[2,2],[2,3]]	0.262650	0.400000	14	1.4000	5.0000	1
[[3,2],[2,2],[3,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[3,2],[2,3],[2,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[3,2],[3,2],[2,2]]	0.262650	0.400000	14	1.4000	5.0000	1
[[2,2,2],[2,3,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[2,2,2],[3,2,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[2,2,2],[3,3,2]]	0.262650	0.333333	14	1.4000	5.0000	1
[[2,3,3],[2,2,2]]	0.262650	0.333333	14	1.4000	5.0000	1
[[2,3,3],[3,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,2,3],[2,2,2]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,2,3],[3,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,3,2],[2,2,2]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,3,2],[3,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,3],[2,3,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,3],[3,2,3]]	0.262650	0.333333	14	1.4000	5.0000	1
[[3,3],[3,3,2]]	0.262650	0.333333	14	1.4000	5.0000	1
[[2,3],[3,3,3]]	0.262650	0.250000	14	1.4000	5.0000	1
[[3,2],[3,3,3]]	0.262650	0.250000	14	1.4000	5.0000	1
[[3,3,3],[2,3]]	0.262650	0.250000	14	1.4000	5.0000	1
